piece_path,artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,valid_match,sp_async_delta,sp_async_cor_onset,sp_async_cor_vel,sp_async_voice_std,sp_duration_percentage,sp_key_overlap_ratio,sp_kor_repeated,sp_tempo_std,sp_dynamics_agreement,sp_dynamics_consistency_std,sp_phrasing_rubato_w,sp_phrasing_rubato_q,sp_kor_legato,sp_kor_staccato
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\0.mp3",Sviatoslav Richter,0.0,"13 Preludes, Op. 32 (Excerpts): No. 12 in G-Sharp Minor [Live]",129.84,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00020.mid",https://www.youtube.com/watch?v=lJd_n8riZYs,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00020_match.csv",0.0352311762589926,-0.1076441666923994,0.1621205781858583,0.0135667498735137,1.145340726979736,-0.1367759562287688,-0.501736462314899,69.45078894821425,0.2307692307692307,18.990990653473386,0.4012344875072173,4.505741414906292,-0.1641149182638742,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\1.mp3",Sviatoslav Richter,0.0,"13 Preludes, Op. 32 (Excerpts): No. 12 in G-Sharp Minor [Live]",131.56,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00021.mid",https://www.youtube.com/watch?v=xACNYfcfLow,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00021_match.csv",0.0388943800738005,-0.016939752040465,0.2599264346732495,0.0145088467372441,1.1983536174599507,-0.0718931847352191,-0.4702517316683957,68.42595871348739,-0.3,14.23199565060815,0.4120991842572935,2.056544438906825,-0.1180856929622761,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\2.mp3",Sviatoslav Richter,0.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor. Allegro (Live)",136.04,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00022.mid",https://www.youtube.com/watch?v=L8CZiW3cRrE,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00022_match.csv",0.0340053370786515,0.051099661147695,0.2410678285785241,0.0127709331563785,1.1577534503435172,-0.1003929112305904,-0.5389508368700542,68.84195733809386,0.1666666666666666,12.735542728816508,0.3331598628614925,0.4191895906637088,-0.1255156565864828,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\3.mp3",Sviatoslav Richter,0.0,"13 Préludes, Op. 32: No. 12 in G-Sharp Minor (Allegro) [Live]",131.85299999999998,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00023.mid",https://www.youtube.com/watch?v=uMLzp1B-4FQ,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00023_match.csv",0.0382283749999995,0.1405587199607478,0.4004644542055674,0.0141986811131544,1.1932158726915814,-0.0517353777981757,-0.5178850027787464,77.00363559014548,0.44,9.88370649628012,0.2636511964324184,0.0563787490344187,-0.0797657911636508,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\4.mp3",Sviatoslav Richter,0.0,"13 Préludes, Op. 32: No. 12 in G-Sharp Minor (Allegro) [Alternate Performance] [Live]",133.44,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00024.mid",https://www.youtube.com/watch?v=PZ1lgWCdbdE,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00024_match.csv",0.0480031336032381,0.0012786292348038,0.2945055639179416,0.0192027253503471,1.309290282433093,-0.0421397433487565,-0.4797923596272567,80.08694155432696,-0.12,11.654264909401489,0.3987243672974995,0.3703706920278571,-0.0731852836081367,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\5.mp3",Sviatoslav Richter,0.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor: Allegro",141.666,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00025.mid",https://www.youtube.com/watch?v=p1asYfE4IcY,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00025_match.csv",0.0408498929889298,-0.0443899843302214,0.2815027590851596,0.0150691199472233,1.4094374021397404,0.0107495739457666,-0.4633058219367634,82.25060626967279,0.2,14.700869012701869,0.2675187113670455,-0.6983195695790935,-0.0297648873273794,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\6.mp3",Sviatoslav Richter,0.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor: Allegro",125.133,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00026.mid",https://www.youtube.com/watch?v=h5QtqZy_R3g,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00026_match.csv",0.0379094770992371,-0.0093739349184255,0.3029293621003597,0.0143116937037518,1.1945522983642207,-0.0942316373637939,-0.4678389096376013,81.56242784694,0.1538461538461538,14.14969771525531,0.3693153237030155,-0.9209828097117958,-0.1275091766782374,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\7.mp3",Sviatoslav Richter,0.0,"Preludes, Op. 32: No. 12 in G-Sharp Minor",132.42600000000002,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00027.mid",https://www.youtube.com/watch?v=1CAa8u90Ljo,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00027_match.csv",0.0365739536679536,0.0969665241912182,0.4275027794055074,0.0137225328837229,1.1166292122340469,-0.101606046260801,-0.5504475560918215,75.9080274713279,-0.4166666666666667,9.934315700750236,0.2685547715722122,0.1163925731440266,-0.1279978742403201,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\8.mp3",Vladimir Horowitz,2.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",182.32,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00028.mid",https://www.youtube.com/watch?v=ir4CKrPoVzM,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00028_match.csv",0.0973130503875973,0.2431813581045696,0.0349973664063789,0.0387671459433317,1.5920142805881463,-0.0017629672437864,-0.4288125340724718,86.0246828329475,0.1538461538461538,15.75249249003981,0.2592608622300597,-3.797049880961129,-0.0257157317064172,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\9.mp3",Vladimir Horowitz,2.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",185.053,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00029.mid",https://www.youtube.com/watch?v=zWFF17Ohw4A,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00029_match.csv",0.1138207047619053,0.1001422099669826,0.0942156311250236,0.0442900248566777,1.6635869764346725,-0.0287848128263514,-0.4250826255173263,93.88262812046298,0.0434782608695652,15.643016504015812,0.2223031589485309,-0.934228003231038,-0.0991339697681503,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\10.mp3",Vladimir Horowitz,2.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",187.84,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00030.mid",https://www.youtube.com/watch?v=M8pjYn91CMg,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00030_match.csv",0.0827030039682533,0.3077080488178282,0.0818130554546662,0.0315397494871278,1.520227416918292,-0.0188578543298566,-0.477803902868145,81.26971820227125,0.4166666666666667,13.752812794427124,0.1838374685717132,-0.9095660248194358,-0.0397822072120401,
".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._12_in_G-Sharp_Minor\11.mp3",Vladimir Horowitz,2.0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",183.586,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00031.mid",https://www.youtube.com/watch?v=MpotawEo8Tk,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00031_match.csv",0.0805188499999998,0.0174725308366535,0.136801926732322,0.029665849318748,1.5851773281912367,-0.0291405443628885,-0.421156284919652,79.8807092326127,0.3333333333333333,14.772921689341851,0.1552699460343245,-1.3082889656003025,-0.0555831757437951,
